Division,Position,Number,Player Name,Status,Quick Stats,yard gain,type,other,stat,thing1,thing,thing3,team,,,
AFC North,QB,3,"Roback, Brogan",ACT,TDS,--,INT,--,YDS,--,RTG,--,CLE,,,
AFC North,OT,78,"Robinson, Greg",ACT,G,6,GS,6,,,,,CLE,,,
AFC North,DB,25,"Sankoh, Tigie",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE,,,
AFC North,LB,53,"Schobert, Joe",ACT,TCKL,144,SCK,3,FF,3,INT,1,CLE,,,
AFC North,WR,10,"Scott, Da'Mari",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE,,,
AFC North,LB,49,"Sheldon, Brady",ACT,TCKL,0,SCK,--,FF,--,INT,--,CLE,,,
AFC North,DE,50,"Smith, Chris",ACT,TCKL,26,SCK,3,FF,1,INT,--,CLE,,,
AFC North,DB,36,"Smith, Derron",ACT,TCKL,5,SCK,0,FF,0,INT,0,CLE,,,
AFC North,QB,9,"Stanton, Drew",ACT,TDS,6,INT,5,YDS,894,RTG,66.4,CLE,,,
AFC North,QB,5,"Taylor, Tyrod",ACT,TDS,14,INT,4,YDS,"2,799",RTG,89.2,CLE,,,
AFC North,DE,92,"Thomas, Chad",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE,,,
AFC North,DB,33,"Thomas, Simeon",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE,,,
AFC North,C,64,"Tretter, JC",ACT,G,16,GS,16,,,,,CLE,,,
AFC North,FB,40,"Vitale, Danny",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CLE,,,
AFC North,P,8,"Vogel, Justin",ACT,PUNTS,71,AVG,44.4,LNG,62,IN 20,19,CLE,,,
AFC North,CB,21,"Ward, Denzel",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE,,,
AFC North,WR,84,"Willies, Derrick",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE,,,
AFC North,CB,24,"Wilson, Howard",RES,TCKL,--,SCK,--,FF,--,INT,--,CLE,,,
AFC North,DT,,"Woodson, Blaine",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE,,,
AFC North,OG,70,"Zeitler, Kevin",ACT,G,16,GS,16,,,,,CLE,,,
AFC North,LB,99,"Adams, Keion",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,LB,92,"Adeniyi, Ola",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,CB,29,"Allen, Brian",ACT,TCKL,2,SCK,0,FF,0,INT,--,PIT,,,
AFC North,DB,27,"Allen, Marcus",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,DE,94,"Alualu, Tyson",ACT,TCKL,39,SCK,4,FF,0,INT,--,PIT,,,
AFC North,OT,77,"Banner, Zach",ACT,G,8,GS,0,,,,,PIT,,,
AFC North,RB,26,"Bell, Le'Veon",ACT,CAR,321,YDS,"1,291",AVG,4,TDS,9,PIT,,,
AFC North,DB,31,"Berhe, Nat",ACT,TCKL,12,SCK,1,FF,0,INT,--,PIT,,,
AFC North,P,4,"Berry, Jordan",ACT,PUNTS,64,AVG,43.2,LNG,62,IN 20,26,PIT,,,
AFC North,LB,51,"Bostic, Jon",ACT,TCKL,97,SCK,1,FF,0,INT,--,PIT,,,
AFC North,K,9,"Boswell, Chris",ACT,FGA,38,FGM,35,PCT,92.1,LNG,53,PIT,,,
AFC North,WR,84,"Brown, Antonio",ACT,REC,101,YDS,"1,533",AVG,15.2,TDS,9,PIT,,,
AFC North,DB,42,"Burnett, Morgan",ACT,TCKL,68,SCK,0,FF,1,INT,--,PIT,,,
AFC North,CB,25,"Burns, Artie",ACT,TCKL,54,SCK,0,FF,0,INT,1,PIT,,,
AFC North,LS,57,"Canaday, Kameron",ACT,G,16,GS,0,,,,,PIT,,,
AFC North,OT,72,"Cheek, Joseph",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,LB,56,"Chickillo, Anthony",ACT,TCKL,19,SCK,3,FF,0,INT,--,PIT,,,
AFC North,C,60,"Collins, Parker",RES,G,--,GS,--,,,,,PIT,,,
AFC North,RB,30,"Conner, James",ACT,CAR,32,YDS,144,AVG,4.5,TDS,0,PIT,,,
AFC North,DT,61,"Cothren, Parker",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,DB,37,"Dangerfield, Jordan",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,SAF,21,"Davis, Sean",ACT,TCKL,92,SCK,1,FF,1,INT,3,PIT,,,
AFC North,OG,66,"DeCastro, David",ACT,G,15,GS,15,,,,,PIT,,,
AFC North,QB,5,"Dobbs, Joshua",ACT,TDS,--,INT,--,YDS,--,RTG,0,PIT,,,
AFC North,LB,48,"Dupree, Bud",ACT,TCKL,40,SCK,6,FF,0,INT,--,PIT,,,
AFC North,DB,34,"Edmunds, Terrell",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,OT,71,"Feiler, Matt",ACT,G,5,GS,1,,,,,PIT,,,
AFC North,C,67,"Finney, B.J.",ACT,G,14,GS,4,,,,,PIT,,,
AFC North,LB,54,"Fort, L.J.",ACT,TCKL,11,SCK,1,FF,0,INT,--,PIT,,,
AFC North,OG,73,"Foster, Ramon",ACT,G,14,GS,14,,,,,PIT,,,
AFC North,RB,40,"Franklin, Jarvion",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,DT,69,"Frazier, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,LB,40,"Galambos, Matt",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,OT,77,"Gilbert, Marcus",ACT,G,7,GS,7,,,,,PIT,,,
AFC North,DE,62,"Gilmore, Greg",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,DB,39,"Golden, Malik",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,OT,61,"Graham, Larson",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,WR,15,"Griffey, Trey",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,TE,85,"Grimble, Xavier",ACT,REC,5,YDS,32,AVG,6.4,TDS,1,PIT,,,
AFC North,DB,23,"Haden, Joe",ACT,TCKL,20,SCK,1,FF,0,INT,1,PIT,,,
AFC North,DT,79,"Hargrave, Javon",ACT,TCKL,32,SCK,2,FF,1,INT,--,PIT,,,
AFC North,OT,65,"Hawkins, Jerald",RES,G,5,GS,1,,,,,PIT,,,
AFC North,WR,10,"Henderson, Quadree",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,DT,97,"Heyward, Cameron",ACT,TCKL,45,SCK,12,FF,2,INT,--,PIT,,,
AFC North,WR,88,"Heyward-Bey, Darrius",ACT,REC,2,YDS,47,AVG,23.5,TDS,0,PIT,,,
AFC North,CB,28,"Hilton, Mike",ACT,TCKL,64,SCK,4,FF,1,INT,2,PIT,,,
AFC North,TE,82,"Hodges, Bucky",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,DE,95,"Hooks, Lavon",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,LB,41,"Huguenin, Farrington",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,WR,11,"Hunter, Justin",ACT,REC,4,YDS,23,AVG,5.8,TDS,1,PIT,,,
AFC North,TE,81,"James, Jesse",ACT,REC,43,YDS,372,AVG,8.7,TDS,3,PIT,,,
AFC North,CB,38,"Johnson, Trey",RES,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,QB,3,"Jones, Landry",ACT,TDS,1,INT,1,YDS,239,RTG,99.3,PIT,,,
AFC North,WR,14,"Jones, Tevin",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,LB,55,"Kelsey, Keith",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,TE,82,"Malleck, Ryan",RES,REC,1,YDS,3,AVG,3,TDS,0,PIT,,,
AFC North,LB,44,"Matakevich, Tyler",ACT,TCKL,23,SCK,0,FF,0,INT,--,PIT,,,
AFC North,DT,93,"McCullers-Sanders, Dan",ACT,TCKL,1,SCK,0,FF,0,INT,--,PIT,,,
AFC North,TE,89,"McDonald, Vance",ACT,REC,14,YDS,188,AVG,13.4,TDS,1,PIT,,,
AFC North,TE,80,"McGee, Jake",RES,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,TE,87,"McKever, Pharoah",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,OT,69,"Meadows, Kyle",RES,G,--,GS,--,,,,,PIT,,,
AFC North,C,62,"Morris, Patrick",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,FB,45,"Nix-Jones, Roosevelt",ACT,CAR,3,YDS,0,AVG,0,TDS,1,PIT,,,
AFC North,OT,76,"Okorafor, Chuks",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,OG,,"Omoile, Oni",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,WR,83,"Patterson, Damoun",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,CB,35,"Phillips, Dashaun",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,C,53,"Pouncey, Maurkice",ACT,G,15,GS,15,,,,,PIT,,,
AFC North,OG,64,"Prince, R.J.",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,DB,38,"Reaves, Malik",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,RB,22,"Ridley, Stevan",ACT,CAR,26,YDS,108,AVG,4.2,TDS,1,PIT,,,
AFC North,OT,68,"Rodgers, Jake",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,QB,7,"Roethlisberger, Ben",ACT,TDS,28,INT,14,YDS,"4,251",RTG,93.4,PIT,,,
AFC North,WR,17,"Rogers, Eli",ACT,REC,18,YDS,149,AVG,8.3,TDS,1,PIT,,,
AFC North,QB,2,"Rudolph, Mason",ACT,TDS,--,INT,--,YDS,--,RTG,--,PIT,,,
AFC North,RB,38,"Samuels, Jaylen",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,DT,74,"Sayles, Casey",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,OG,74,"Schleuger, Chris",ACT,G,--,GS,--,,,,,PIT,,,
AFC North,TE,49,"Scotland-Williamson, Christian",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,DB,24,"Sensabaugh, Coty",ACT,TCKL,22,SCK,0,FF,0,INT,1,PIT,,,
AFC North,LB,50,"Shazier, Ryan",PUP,TCKL,89,SCK,0,FF,2,INT,3,PIT,,,
AFC North,WR,19,"Smith-Schuster, JuJu",ACT,REC,58,YDS,917,AVG,15.8,TDS,7,PIT,,,
AFC North,CB,30,"Summers, Jamar",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,RB,39,"Summers, James",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,CB,20,"Sutton, Cameron",ACT,TCKL,5,SCK,0,FF,0,INT,--,PIT,,,
AFC North,WR,18,"Thomas, Justin",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,LB,46,"Thomas, Matthew",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,RB,33,"Toussaint, Fitzgerald",ACT,CAR,6,YDS,25,AVG,4.2,TDS,0,PIT,,,
AFC North,WR,16,"Tucker, Marcus",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,DT,91,"Tuitt, Stephon",ACT,TCKL,25,SCK,3,FF,1,INT,--,PIT,,,
AFC North,DE,64,"Vickers, Kendal",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT,,,
AFC North,OT,78,"Villanueva, Alejandro",ACT,G,16,GS,16,,,,,PIT,,,
AFC North,DE,96,"Walton, L.T.",ACT,TCKL,12,SCK,2,FF,0,INT,--,PIT,,,
AFC North,WR,13,"Washington, James",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT,,,
AFC North,LB,90,"Watt, T.J.",ACT,TCKL,54,SCK,7,FF,1,INT,1,PIT,,,
AFC North,P,6,"Wile, Matt",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,PIT,,,
AFC North,LB,98,"Williams, Vince",ACT,TCKL,89,SCK,8,FF,0,INT,1,PIT,,,
AFC South,TE,88,"Akins, Jordan",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,TE,89,"Anderson, Stephen",ACT,REC,25,YDS,342,AVG,13.7,TDS,1,HOU,,,
AFC South,DB,20,"Bademosi, Johnson",ACT,TCKL,29,SCK,0,FF,0,INT,--,HOU,,,
AFC South,LB,48,"Bellamy, Davin",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,DE,97,"Blackson, Angelo",ACT,TCKL,9,SCK,0,FF,0,INT,--,HOU,,,
AFC South,RB,28,"Blue, Alfred",ACT,CAR,71,YDS,262,AVG,3.7,TDS,1,HOU,,,
AFC South,WR,,"Bray, Quan",ACT,REC,3,YDS,39,AVG,13,TDS,0,HOU,,,
AFC South,DB,39,"Campbell, Ibraheim",ACT,TCKL,18,SCK,0,FF,0,INT,0,HOU,,,
AFC South,DB,37,"Chachere, Andre",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,DE,90,"Clowney, Jadeveon",ACT,TCKL,59,SCK,9.5,FF,2,INT,--,HOU,,,
AFC South,WR,18,"Coates, Sammie",ACT,REC,6,YDS,70,AVG,11.7,TDS,0,HOU,,,
AFC South,LB,51,"Cole, Dylan",ACT,TCKL,32,SCK,1,FF,0,INT,2,HOU,,,
AFC South,RB,40,"Coleman, Lavon",ACT,CAR,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,DB,22,"Colvin, Aaron",ACT,TCKL,45,SCK,0,FF,0,INT,--,HOU,,,
AFC South,WR,16,"Coutee, Keke",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,DE,95,"Covington, Christian",ACT,TCKL,16,SCK,1,FF,1,INT,--,HOU,,,
AFC South,OG,78,"Coyle, Anthony",ACT,G,--,GS,--,,,,,HOU,,,
AFC South,LB,41,"Cunningham, Zach",ACT,TCKL,90,SCK,1.5,FF,1,INT,--,HOU,,,
AFC South,P,8,"Daniel, Trevor",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,HOU,,,
AFC South,OT,70,"Davenport, Julie'n",ACT,G,11,GS,4,,,,,HOU,,,
AFC South,DB,31,"Decoud, Treston",ACT,TCKL,7,SCK,0,FF,0,INT,--,HOU,,,
AFC South,DB,23,"Drummond, Kurtis",ACT,TCKL,20,SCK,1,FF,0,INT,--,HOU,,,
AFC South,DT,92,"Dunn, Brandon",ACT,TCKL,26,SCK,0,FF,0,INT,--,HOU,,,
AFC South,LB,53,"Ejiofor, Duke",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,WR,12,"Ellington, Bruce",ACT,REC,29,YDS,330,AVG,11.4,TDS,2,HOU,,,
AFC South,RB,21,"Ervin, Tyler",ACT,CAR,4,YDS,12,AVG,3,TDS,0,HOU,,,
AFC South,K,7,"Fairbairn, Ka'imi",ACT,FGA,25,FGM,20,PCT,80,LNG,55,HOU,,,
AFC South,RB,27,"Foreman, D'Onta",ACT,CAR,78,YDS,327,AVG,4.2,TDS,2,HOU,,,
AFC South,OG,61,"Fuller, Kyle",ACT,G,9,GS,2,,,,,HOU,,,
AFC South,WR,15,"Fuller, Will",ACT,REC,28,YDS,423,AVG,15.1,TDS,7,HOU,,,
AFC South,OG,73,"Fulton, Zach",ACT,G,15,GS,12,,,,,HOU,,,
AFC South,OG,79,"Gentry, Mason",ACT,G,--,GS,--,,,,,HOU,,,
AFC South,LB,47,"Gilchrist, Kennan",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,TE,84,"Griffin, Ryan",ACT,REC,13,YDS,158,AVG,12.2,TDS,1,HOU,,,
AFC South,DB,29,"Hal, Andre",ACT,TCKL,71,SCK,0,FF,2,INT,3,HOU,,,
AFC South,DT,67,"Hardison, Marcus",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,DE,93,"Heath, Joel",ACT,TCKL,24,SCK,1,FF,0,INT,--,HOU,,,
AFC South,LB,50,"Heeney, Ben",ACT,TCKL,2,SCK,0,FF,0,INT,0,HOU,,,
AFC South,OT,76,"Henderson, Seantrel",ACT,G,7,GS,1,,,,,HOU,,,
AFC South,WR,10,"Hopkins, DeAndre",ACT,REC,96,YDS,"1,378",AVG,14.4,TDS,13,HOU,,,
AFC South,DB,25,"Jackson, Kareem",ACT,TCKL,73,SCK,1,FF,1,INT,1,HOU,,,
AFC South,CB,30,"Johnson, Kevin",ACT,TCKL,45,SCK,0,FF,0,INT,--,HOU,,,
AFC South,OT,63,"Johnson, Roderick",ACT,G,--,GS,--,,,,,HOU,,,
AFC South,OT,72,"Jones-Smith, Jaryd",ACT,G,--,GS,--,,,,,HOU,,,
AFC South,DB,24,"Joseph, Johnathan",ACT,TCKL,47,SCK,0,FF,0,INT,2,HOU,,,
AFC South,LB,58,"Kalambayi, Peter",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,LB,94,"Kamalu, Ufomba",ACT,TCKL,6,SCK,2,FF,0,INT,--,HOU,,,
AFC South,OG,64,"Kelemete, Senio",ACT,G,16,GS,8,,,,,HOU,,,
AFC South,DB,35,"Kelly, Jermaine",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,LB,49,"Keyes, Josh",ACT,TCKL,4,SCK,0,FF,0,INT,0,HOU,,,
AFC South,NT,96,"Kilgo, Darius",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,OT,74,"Lamm, Kendall",ACT,G,10,GS,4,,,,,HOU,,,
AFC South,P,9,"Lechler, Shane",ACT,PUNTS,92,AVG,49,LNG,68,IN 20,32,HOU,,,
AFC South,TE,82,"Lengel, Matt",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,LB,54,"Lewis, LaTroy",ACT,TCKL,3,SCK,1,FF,0,INT,--,HOU,,,
AFC South,C,65,"Mancz, Greg",ACT,G,10,GS,7,,,,,HOU,,,
AFC South,C,66,"Martin, Nick",ACT,G,14,GS,14,,,,,HOU,,,
AFC South,DB,32,"Mathieu, Tyrann",ACT,TCKL,78,SCK,1,FF,1,INT,2,HOU,,,
AFC South,LB,55,"McKinney, Benardrick",ACT,TCKL,95,SCK,3,FF,1,INT,--,HOU,,,
AFC South,LB,59,"Mercilus, Whitney",ACT,TCKL,10,SCK,1,FF,1,INT,--,HOU,,,
AFC South,WR,13,"Miller, Braxton",ACT,REC,19,YDS,162,AVG,8.5,TDS,1,HOU,,,
AFC South,RB,26,"Miller, Lamar",ACT,CAR,238,YDS,888,AVG,3.7,TDS,3,HOU,,,
AFC South,DB,43,"Moore, Corey",ACT,TCKL,27,SCK,0,FF,0,INT,--,HOU,,,
AFC South,DT,60,"Opara, Kingsley",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,LB,52,"Peters, Brian",ACT,TCKL,17,SCK,0,FF,0,INT,--,HOU,,,
AFC South,RB,33,"Pope, Troymaine",ACT,CAR,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,RB,45,"Prosch, Jay",ACT,CAR,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,TE,85,"Pruitt, MyCole",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,OG,77,"Quessenberry, David",ACT,G,2,GS,0,,,,,HOU,,,
AFC South,OT,75,"Rankin, Martinas",ACT,G,--,GS,--,,,,,HOU,,,
AFC South,NT,98,"Reader, D.J.",ACT,TCKL,47,SCK,1,FF,0,INT,--,HOU,,,
AFC South,DB,38,"Reid, Justin",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,TE,81,"Robinson, Jevoni",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,K,,"Rose, Nick",ACT,FGA,14,FGM,11,PCT,78.6,LNG,55,HOU,,,
AFC South,LB,57,"Scarlett, Brennan",ACT,TCKL,29,SCK,2,FF,0,INT,--,HOU,,,
AFC South,OG,62,"Slade, Chad",ACT,G,5,GS,3,,,,,HOU,,,
AFC South,WR,17,"Smith, Vyncint",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,RB,42,"Swanson, Terry",ACT,CAR,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,TE,83,"Thomas, Jordan",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,WR,14,"Thompson, Chris",ACT,REC,5,YDS,84,AVG,16.8,TDS,0,HOU,,,
AFC South,CB,36,"Thornton, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,DE,68,"Thurman, Nick",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,DB,34,"Virgin, Dee",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU,,,
AFC South,DE,91,"Watkins, Carlos",ACT,TCKL,21,SCK,0,FF,0,INT,--,HOU,,,
AFC South,QB,4,"Watson, Deshaun",ACT,TDS,19,INT,8,YDS,"1,699",RTG,103,HOU,,,
AFC South,DE,99,"Watt, J.J.",ACT,TCKL,15,SCK,0,FF,0,INT,--,HOU,,,
AFC South,WR,86,"Weah, Jester",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU,,,
AFC South,QB,5,"Webb, Joe",ACT,TDS,0,INT,1,YDS,35,RTG,8.3,HOU,,,
AFC South,QB,3,"Weeden, Brandon",ACT,TDS,--,INT,--,YDS,--,RTG,0,HOU,,,
AFC South,LS,46,"Weeks, Jon",ACT,G,16,GS,0,,,,,HOU,,,
AFC South,LB,49,"Adams, Matthew",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,LB,45,"Adams, Tyrell",ACT,TCKL,18,SCK,0,FF,0,INT,--,IND,,,
AFC South,TE,48,"Alie-Cox, Mo",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND,,,
AFC South,DE,95,"Autry, Denico",ACT,TCKL,36,SCK,5,FF,0,INT,--,IND,,,
AFC South,K,1,"Badgley, Mike",ACT,FGA,--,FGM,--,PCT,--,LNG,--,IND,,,
AFC South,DE,58,"Basham, Tarell",ACT,TCKL,7,SCK,2,FF,1,INT,--,IND,,,
AFC South,OG,69,"Bond, Deyshawn",ACT,G,4,GS,4,,,,,IND,,,
AFC South,WR,15,"Brent, K.J.",ACT,REC,0,YDS,0,AVG,--,TDS,0,IND,,,
AFC South,QB,7,"Brissett, Jacoby",ACT,TDS,13,INT,7,YDS,"3,098",RTG,81.7,IND,,,
AFC South,OT,65,"Burwell, Tyreek",ACT,G,1,GS,0,,,,,IND,,,
AFC South,WR,8,"Cain, Deon",RES,REC,--,YDS,--,AVG,--,TDS,--,IND,,,
AFC South,OT,63,"Callender, Nick",ACT,G,--,GS,--,,,,,IND,,,
AFC South,DT,56,"Calvin, Johnathan",RES,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,OT,74,"Castonzo, Anthony",ACT,G,16,GS,16,,,,,IND,,,
AFC South,OT,62,"Clark, Le'Raven",ACT,G,15,GS,5,,,,,IND,,,
AFC South,DB,37,"Cooper, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,TE,47,"Daniels, Darrell",ACT,REC,3,YDS,26,AVG,8.7,TDS,0,IND,,,
AFC South,DE,91,"Delaire, Ryan",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,DB,35,"Desir, Pierre",ACT,TCKL,32,SCK,0,FF,0,INT,1,IND,,,
AFC South,TE,84,"Doyle, Jack",ACT,REC,80,YDS,690,AVG,8.6,TDS,4,IND,,,
AFC South,DB,36,"Durr, Lashard",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,TE,85,"Ebron, Eric",ACT,REC,53,YDS,574,AVG,10.8,TDS,4,IND,,,
AFC South,DB,41,"Farley, Matthias",ACT,TCKL,98,SCK,0,FF,1,INT,2,IND,,,
AFC South,RB,39,"Ferguson, Josh",ACT,CAR,1,YDS,5,AVG,5,TDS,0,IND,,,
AFC South,WR,10,"Fountain, Daurice",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND,,,
AFC South,LB,97,"Franklin, Zaire",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,DB,26,"Geathers, Clayton",ACT,TCKL,8,SCK,0,FF,0,INT,--,IND,,,
AFC South,LB,59,"George, Jeremiah",ACT,TCKL,23,SCK,0.5,FF,0,INT,--,IND,,,
AFC South,OG,64,"Glowinski, Mark",ACT,G,10,GS,2,,,,,IND,,,
AFC South,OT,71,"Good, Denzelle",ACT,G,6,GS,5,,,,,IND,,,
AFC South,LB,52,"Goode, Najee",ACT,TCKL,22,SCK,0,FF,0,INT,--,IND,,,
AFC South,WR,11,"Grant, Ryan",ACT,REC,45,YDS,573,AVG,12.7,TDS,4,IND,,,
AFC South,DB,32,"Green, T.J.",ACT,TCKL,45,SCK,0,FF,0,INT,--,IND,,,
AFC South,RB,,"Green, Tion",ACT,CAR,42,YDS,165,AVG,3.9,TDS,2,IND,,,
AFC South,OT,73,"Haeg, Joe",ACT,G,16,GS,15,,,,,IND,,,
AFC South,CB,27,"Hairston, Nate",ACT,TCKL,35,SCK,2,FF,0,INT,1,IND,,,
AFC South,WR,,"Hazel, Matt",ACT,REC,1,YDS,1,AVG,1,TDS,0,IND,,,
AFC South,WR,13,"Hilton, T.Y.",ACT,REC,57,YDS,966,AVG,16.9,TDS,4,IND,,,
AFC South,RB,42,"Hines, Nyheim",ACT,CAR,--,YDS,--,AVG,--,TDS,--,IND,,,
AFC South,WR,81,"Hogan, Krishawn",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND,,,
AFC South,DB,29,"Hooker, Malik",ACT,TCKL,22,SCK,0,FF,0,INT,3,IND,,,
AFC South,OT,79,"Howard, Austin",ACT,G,16,GS,16,,,,,IND,,,
AFC South,DE,92,"Hunt, Margus",ACT,TCKL,29,SCK,1,FF,0,INT,--,IND,,,
AFC South,WR,3,"Ishmael, Steve",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND,,,
AFC South,DB,34,"Jackson, Robert",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,DE,96,"Johnson, Anthony",ACT,TCKL,2,SCK,0,FF,0,INT,--,IND,,,
AFC South,WR,16,"Jones, Seantavius",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND,,,
AFC South,QB,9,"Kaaya, Brad",ACT,TDS,0,INT,0,YDS,0,RTG,0,IND,,,
AFC South,C,78,"Kelly, Ryan",ACT,G,7,GS,7,,,,,IND,,,
AFC South,DT,66,"Laulile, Tomasi",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,LB,53,"Leonard, Darius",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,DE,94,"Lewis, Tyquan",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND,,,
AFC South,QB,12,"Luck, Andrew",ACT,TDS,--,INT,--,YDS,--,RTG,0,IND,,,
AFC South,OT,60,"Machorro, Jared",RES,G,--,GS,--,,,,,IND,,,
